ps,lch,wup,lin,dp,infer,over,score
0.27222222222222225,0.3700367819539934,0.36296296296296293,0.2455242050110534,0.9185757637023926,0.9159061908721924,0.3333333333333333,4.0
0.20897435897435898,0.3261256466258667,0.40873015873015867,0.3333333333333333,0.9242972731590271,0.9014302492141724,0.6,3.2
0.8300000000000001,0.778052210316993,0.8515151515151516,0.705147448703989,0.9593407511711121,0.9578177332878113,0.7,5.0
0.16586080586080584,0.3203611684387256,0.28604784018870705,0.1330938841585126,0.9410020709037781,0.9381290078163147,0.5263157894736842,4.4
0.5111111111111111,0.6245695116788497,0.6441798941798942,0.44839281047201773,0.9348788857460022,0.920051097869873,0.35294117647058826,3.6
0.23339160839160836,0.41158335794710876,0.40566893424036277,0.18783541881984014,0.9481797814369202,0.947444498538971,0.42857142857142855,3.6
0.4751479289940828,0.5124521457420859,0.4961961115807269,0.3934851405975295,0.9099898934364319,0.9358863234519958,0.2727272727272727,0.8
0.24107142857142858,0.4497498094976044,0.575077399380805,0.4351023642664839,0.9297252297401428,0.9342982172966003,0.46153846153846156,1.4
0.6619897959183673,0.7066714512241677,0.6358543417366948,0.6631382777595743,0.947921633720398,0.9646525382995605,0.64,3.2
0.5333333333333333,0.4666666666666667,0.5166666666666667,0.4666666666666667,0.914763331413269,0.9295156598091125,0.56,3.8
0.46520202020202017,0.4193992299468879,0.6355730380730381,0.3122935267737583,0.9048550128936768,0.914364755153656,0.5,4.2
0.7683982683982684,0.5924514324663469,0.8596938775510204,0.5869656069487433,0.9871498346328735,0.9902519583702087,0.8888888888888888,3.0
0.41,0.33670019095390324,0.43076923076923074,0.3090754012578653,0.9384245872497559,0.9435338973999023,0.5333333333333333,3.6
0.6666666666666666,0.5833333333333334,0.6666666666666666,0.5833333333333334,0.9669808745384216,0.9525132775306702,0.6363636363636364,3.0
0.46530612244897956,0.45871622533577566,0.5469153653364179,0.2408634571877994,0.9437515735626221,0.9381414651870728,0.5833333333333334,3.0
0.4842592592592592,0.5829799095282572,0.5638354700854701,0.17673553286996083,0.9061670899391174,0.9138302206993103,0.5454545454545454,3.0
0.6109126984126984,0.5418476797425613,0.6657051282051282,0.37854359304039986,0.9475001692771912,0.9532609581947327,0.8461538461538461,4.8
0.625,0.5,0.625,0.5,0.9895737171173096,0.9495193362236023,0.6153846153846154,2.5
0.48801742919389973,0.43154818503325554,0.5123456790123456,0.3333333333333333,0.9024229049682617,0.8989816308021545,0.5,2.25
0.29467592592592595,0.29434286706848023,0.41557419188998135,0.28795673814938666,0.9081501960754395,0.9268606901168823,0.4,3.5
0.494949494949495,0.5539954064120308,0.5795454545454546,0.5467468981233942,0.9488985538482666,0.9580433368682861,0.5555555555555556,3.5
0.6124999999999999,0.4645423244077728,0.6318181818181818,0.5,0.9897915124893188,0.9730082154273987,0.8181818181818182,3.0
0.28754208754208754,0.2755155364167517,0.3365079365079365,0.22823767289899946,0.8858605623245239,0.8938149809837341,0.43478260869565216,3.0
0.5643939393939393,0.522293281337295,0.6033905488450944,0.436213319080543,0.9420100450515747,0.9437376856803894,0.7368421052631579,3.667
0.31975881261595546,0.40270795980365687,0.4173861852433281,0.33956775228914365,0.9189074635505676,0.9300189018249512,0.4,1.6669999999999998
0.4899270482603815,0.43053499341293944,0.6107448107448108,0.36134655426312673,0.9436559677124023,0.9475754499435425,0.5454545454545454,3.6
0.4087541426827141,0.4613340192779308,0.6065410779696494,0.5349733476366645,0.9456087350845337,0.9502362012863159,0.7692307692307693,3.8
0.617063492063492,0.5971576139063113,0.5739766081871346,0.5513145027305792,0.900200366973877,0.960388720035553,0.9090909090909091,3.4
0.38128399378399375,0.4838767662134104,0.4633928571428571,0.31080777049667313,0.9536680579185486,0.9479237198829651,0.5217391304347826,3.4
0.6875,0.375,0.6875,0.375,0.9646821022033691,0.9716036915779114,0.8148148148148148,3.8
0.5691890516890515,0.6435466146979502,0.6349415204678363,0.5565385019888286,0.9441826343536377,0.9372172951698303,0.5714285714285714,2.8
0.69375,0.5854376193461895,0.7067307692307692,0.5668489432213687,0.9216058254241943,0.953975260257721,0.8571428571428571,3.75
0.5271811521811522,0.30832536296326524,0.5270152505446624,0.2572654052047611,0.9530211687088013,0.9799520373344421,0.8235294117647058,4.4
0.6311111111111112,0.4400832061555689,0.6914285714285715,0.34401266757275584,0.9691533446311951,0.9693354368209839,0.7368421052631579,3.75
0.7673076923076922,0.7684297490692552,0.7864583333333333,0.7531675873894677,0.9897516965866089,0.9903703927993774,0.9032258064516129,2.75
0.5294117647058824,0.5294117647058824,0.5294117647058824,0.5294117647058824,0.9474728107452393,0.9506070017814636,0.7407407407407407,3.75
0.5074175824175824,0.38692244781271035,0.5891184408986267,0.3249720804526178,0.941500723361969,0.9219246506690979,0.4166666666666667,2.25
0.27484848484848484,0.33398836359682027,0.35936507936507933,0.1409143572257322,0.9508221745491028,0.9566177129745483,0.5263157894736842,3.8
0.5576129426129426,0.5007722630786875,0.685049019607843,0.4438225037591882,0.907610297203064,0.9136252999305725,0.5,3.2
0.44642857142857145,0.4296073311790917,0.4715359828141783,0.4395291261037369,0.9237288236618042,0.9335998892784119,0.43478260869565216,3.8
0.4456582633053221,0.3253571457884921,0.4850467431554665,0.25780950880049625,0.921209454536438,0.937075674533844,0.5,4.8
0.4790636446886447,0.4565090949811381,0.5912368236768392,0.3793058103737787,0.9418079257011414,0.9567613005638123,0.5333333333333333,4.0
0.33388966697790223,0.3310637753912033,0.44477682811016145,0.26720078567530847,0.9195054769515991,0.931717038154602,0.48484848484848486,1.4
0.6028645833333334,0.4809387799930435,0.6869425401739643,0.3684939977192413,0.9626256823539734,0.970375657081604,0.6875,4.2
0.5818518518518517,0.5531819760480692,0.6552380952380953,0.4885427903807624,0.9522892236709595,0.9554987549781799,0.5925925925925926,1.8
0.7097883597883599,0.41598124615573023,0.8204264870931538,0.38187503321426125,0.9390109777450562,0.959659218788147,0.7222222222222222,4.2
0.273989898989899,0.3840576652019359,0.3681677799324858,0.26336576822291036,0.91595858335495,0.9023546576499939,0.4,2.0
0.5362412389198103,0.5406302283229109,0.6357959850606909,0.49605805566197164,0.9263979196548462,0.93154376745224,0.5185185185185185,2.6
0.9090909090909091,0.8181818181818182,0.9090909090909091,0.8181818181818182,0.9957125782966614,0.9906342625617981,0.9523809523809523,3.25
0.5676190476190476,0.6442741951943602,0.6207229045464341,0.551277765329248,0.9668925404548645,0.9606371521949768,0.6666666666666666,5.0
0.5579420579420579,0.4739629908463844,0.6073852617970265,0.5431345565462641,0.9545409679412842,0.9649658799171448,0.6086956521739131,3.0
0.49243338360985417,0.16527824627266255,0.5724824771537574,0.18358218577284302,0.9165495038032532,0.9752014875411987,0.7058823529411765,3.75
0.5637071262071262,0.5158483910989252,0.6253049289891396,0.37564056949656066,0.9655647873878479,0.9581140279769897,0.7333333333333333,4.25
0.6222222222222221,0.611571457161995,0.6793162393162393,0.5987575902602351,0.9821609258651733,0.9629853367805481,0.9333333333333333,4.75
0.45634920634920634,0.34398833644668114,0.5104166666666666,0.1868437920650041,0.9159339070320129,0.9288210272789001,0.5,3.25
0.33728240283967836,0.38057901297104807,0.5109814420185937,0.28151432798631915,0.9534705281257629,0.9515204429626465,0.5,3.75
0.4166666666666667,0.3333333333333333,0.4166666666666667,0.3333333333333333,0.936448335647583,0.9210125803947449,0.5882352941176471,3.25
0.5764462809917356,0.6030975751363178,0.6077922077922078,0.4590054355400202,0.9406782388687134,0.9420318007469177,0.7,3.8
0.75,0.75,0.75,0.75,0.9677104353904724,0.9344138503074646,0.7142857142857143,5.0
0.7992470492470493,0.7762492388242228,0.855526418026418,0.762537431921428,0.9442078471183777,0.9471284747123718,0.8,3.6
0.5736596736596736,0.5295377823554452,0.6279560308972074,0.4692759841960364,0.9516936540603638,0.9525672793388367,0.5714285714285714,3.8
0.5151515151515151,0.3901334031458041,0.5476190476190476,0.34253740048636355,0.9414982795715332,0.9325786232948303,0.5454545454545454,2.0
0.3775090650090649,0.4986832878037173,0.4769179894179894,0.378509354009614,0.9418403506278992,0.9479577541351318,0.6666666666666666,3.4
0.7854497354497354,0.6233960101309886,0.7921296296296296,0.6111111111111112,0.9633695483207703,0.9618759751319885,0.8823529411764706,4.2
0.4578066378066378,0.37365625725031365,0.5793956043956043,0.30039125711666514,0.9501492977142334,0.9475619196891785,0.6666666666666666,3.4
0.7023809523809523,0.5033377356446461,0.7259259259259259,0.4444444444444444,0.939045250415802,0.9236451387405396,0.7058823529411765,3.0
0.6188034188034188,0.6690842298796309,0.6828571428571428,0.6213322818409702,0.9204970598220825,0.9138838648796082,0.5555555555555556,3.0
0.6923076923076923,0.5384615384615384,0.6923076923076923,0.5384615384615384,0.9401760697364807,0.9400942325592041,0.9090909090909091,3.25
0.6373651235642186,0.3902082843976939,0.6732905982905982,0.25561261501599175,0.9231061935424805,0.9355899095535278,0.6153846153846154,2.75
0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.9809134006500244,0.9749552011489868,0.5882352941176471,2.6
0.41742424242424236,0.365768075086539,0.367051282051282,0.21779414890718707,0.9307887554168701,0.9377881288528442,0.5555555555555556,3.4
0.5980094466936572,0.565143388649213,0.6462227703646468,0.4472201313235901,0.9499913454055786,0.9542021751403809,0.6486486486486487,3.6
0.46964285714285714,0.3849032431495801,0.5377289377289377,0.3360976742864733,0.9378446936607361,0.9523841738700867,0.782608695652174,3.6
0.3876967476967476,0.36246469519094304,0.47360623781676414,0.28140988821275337,0.9649372100830078,0.9677897095680237,0.7586206896551724,4.8
0.592879188712522,0.3743071836712897,0.6793650793650793,0.3214157637931571,0.9519128799438477,0.9553942680358887,0.7222222222222222,4.0
0.5066654478419184,0.6171986381316463,0.6135361552028218,0.5271395705902643,0.9717175960540771,0.9749666452407837,0.8888888888888888,3.6
0.24977869352869356,0.24591107350140956,0.413720212965569,0.20059154786496639,0.9553259015083313,0.9585904479026794,0.8205128205128205,3.4
0.538888888888889,0.4604947038712098,0.6350762527233116,0.41148438445465446,0.9271032810211182,0.9432236552238464,0.5454545454545454,2.4
0.5756410256410256,0.5969473655280895,0.6618298368298368,0.43336264380954326,0.9432822465896606,0.9357913136482239,0.56,4.2219999999999995
0.5714285714285714,0.6003051466009595,0.5833333333333334,0.5555555555555556,0.9175406694412231,0.928533673286438,0.5333333333333333,3.0
0.452020202020202,0.30297303366524236,0.49603174603174605,0.25709351568687366,0.9283322095870972,0.9456490874290466,0.5454545454545454,3.0
0.6944444444444443,0.7248319297370095,0.7395833333333334,0.7176500994171736,0.9740103483200073,0.9695892333984375,0.6363636363636364,2.75
0.7577777777777778,0.43795860847333196,0.7893413775766718,0.4,0.9724016785621643,0.9594319462776184,0.896551724137931,4.0
0.4781237281237281,0.5124173685665165,0.5296296296296297,0.45741628174648663,0.9235308170318604,0.9388301372528076,0.5,1.75
0.3895833333333333,0.42877316614923466,0.5125992063492063,0.28936617182785496,0.9332985877990723,0.946600615978241,0.4827586206896552,1.75
0.4039351851851852,0.438960110663522,0.4751633986928105,0.3445730331872361,0.9757872819900513,0.9664966464042664,0.6666666666666666,4.5
0.3278544372294372,0.41733812422297073,0.47941073857772776,0.30497745581724106,0.9498770833015442,0.9493341445922852,0.5806451612903226,3.25
0.6818783068783069,0.7225391213066769,0.6926587301587301,0.7090496926459852,0.9733406901359558,0.9696943759918213,0.75,5.0
0.6547619047619048,0.6020246973371199,0.672993672993673,0.6140736432698298,0.9387569427490234,0.9590466618537903,0.75,3.0
0.6260606060606061,0.6843570433586442,0.6795604395604397,0.6456397633610759,0.9516621828079224,0.9531943798065186,0.6,2.8
0.5071428571428571,0.41208187011389313,0.5317460317460317,0.39168883533124,0.8956591486930847,0.9222044944763184,0.5833333333333334,2.667
0.5585185185185185,0.6457135850741949,0.6423381642512077,0.48887340791042627,0.941496729850769,0.9405584335327148,0.7142857142857143,4.0
0.6111111111111112,0.5784591502026922,0.625,0.5048654160528859,0.9512871503829956,0.966981828212738,1.0476190476190477,4.4
0.7745098039215687,0.5720720336565106,0.7815126050420167,0.567366246334241,0.9555079340934753,0.958833634853363,0.8387096774193549,4.25
0.4154433949888496,0.5062566542291592,0.5599320270372902,0.4806305919553893,0.9549022316932678,0.9645793437957764,0.7,4.176
0.25829725829725825,0.3496283769075908,0.3634920634920635,0.12965902063826065,0.9339874386787415,0.9052085876464844,0.5882352941176471,3.0
0.4305555555555556,0.5117436838165423,0.5486111111111112,0.5153468122622881,0.9390782117843628,0.9366475343704224,0.46153846153846156,2.5
0.3381565656565656,0.31527949645419007,0.41495663650075415,0.25446053580907646,0.9586785435676575,0.9556419849395752,0.5714285714285714,3.8
0.5178571428571428,0.5452202299174889,0.53125,0.5,0.9928887486457825,0.9811043739318848,0.8571428571428571,4.6
0.6422364672364672,0.5481829331060316,0.6859006734006735,0.5170663423434371,0.9536578059196472,0.9607681035995483,0.8823529411764706,1.4
0.3541005291005291,0.41050049454083676,0.40578007518796994,0.25,0.9391673803329468,0.9416704773902893,1.0434782608695652,2.8
0.10679487179487178,0.1913430967681015,0.17610516934046347,0.09156487412453525,0.9124273061752319,0.9159795045852661,0.43478260869565216,2.8
0.5243055555555555,0.5924457803805787,0.5792429792429793,0.5280574012387077,0.9574593901634216,0.9520790576934814,0.6666666666666666,4.2
0.23223905723905724,0.4721711279856863,0.5003720126527145,0.27324282136066347,0.9320461750030518,0.9232450127601624,0.4444444444444444,1.0
0.4975233100233101,0.30333347515826964,0.5943781708487591,0.3021679410239494,0.9311770796775818,0.935367226600647,0.6363636363636364,4.2
0.2601010101010101,0.3516791661425256,0.3672580143168378,0.3543547656046388,0.9135171175003052,0.9188114404678345,0.35294117647058826,2.75
0.25092592592592594,0.4263859825809952,0.5488476092191262,0.36334731511667345,0.9583406448364258,0.9379197359085083,0.5454545454545454,2.5
0.5025252525252525,0.4070823591817126,0.5616161616161616,0.2893281793468932,0.9459304809570312,0.9506843686103821,0.6,3.5
0.2925347222222222,0.3292200829976415,0.3536967418546366,0.2641757811364581,0.9424912929534912,0.9363194704055786,0.42857142857142855,4.75
0.6096491228070174,0.615683324044427,0.6460526315789474,0.6089837077949027,0.9694421291351318,0.9739950895309448,0.6666666666666666,3.0
0.7357575757575757,0.8215234072831196,0.8224985540775014,0.7362737713909838,0.9794988632202148,0.9688643217086792,0.7,3.5
0.3194444444444444,0.39189843647345113,0.4352417383957632,0.3906172749030649,0.9307457208633423,0.9507326483726501,0.5714285714285714,4.0
0.33698523698523697,0.4372443136545957,0.3902380952380952,0.2372274150356664,0.8906435966491699,0.9209350943565369,0.3157894736842105,2.0
0.5894736842105263,0.5030291222087266,0.618421052631579,0.5053477654338951,0.9706231951713562,0.965939462184906,0.6060606060606061,3.2
0.6428571428571429,0.3797771665707547,0.6428571428571429,0.36053596152968714,0.9691388010978699,0.9722959995269775,0.75,3.6
0.6273809523809524,0.4107827421432524,0.7131083202511774,0.3465665202464385,0.9534690976142883,0.9571167230606079,0.5925925925925926,3.8
0.8897058823529411,0.3826129774288467,0.9137254901960784,0.3496023102109994,0.9776184558868408,0.9819497466087341,0.9411764705882353,5.0
0.4107142857142857,0.23042933467081558,0.49682539682539684,0.1659523122916371,0.8889354467391968,0.9235665798187256,0.5217391304347826,4.0
0.31802721088435376,0.39741926948703366,0.419047619047619,0.4616643192230045,0.9637870192527771,0.9407690763473511,0.5,3.0
0.4546016483516483,0.5234298576899789,0.49574934869052517,0.45199014091848755,0.9448700547218323,0.9439472556114197,0.56,2.5
0.5111111111111111,0.4198640734425447,0.537037037037037,0.40407403096700556,0.8877364993095398,0.8783502578735352,0.5714285714285714,3.0
0.6158730158730159,0.3863436085305265,0.6949891067538126,0.23170869868604013,0.9533288478851318,0.9584325551986694,0.7058823529411765,4.0
0.6844444444444445,0.7211374225951449,0.7123809523809523,0.6817153025625875,0.9799020290374756,0.954781174659729,0.6896551724137931,2.0
0.47120181405895695,0.5631163388922408,0.5888605442176871,0.5104981596639349,0.9367266893386841,0.9295259714126587,0.5833333333333334,3.0
0.3731962481962482,0.34015460578926804,0.5038515406162465,0.2684716367656817,0.9398227334022522,0.9400410056114197,0.5882352941176471,2.625
0.3321294881588999,0.4167314160097401,0.42011416859714074,0.3447310504732964,0.9359849095344543,0.9481643438339233,0.5945945945945946,3.2
0.4483285233285233,0.3534360088709088,0.5413359788359788,0.2885024429428524,0.9792569875717163,0.9868677258491516,0.8235294117647058,4.0
0.4597222222222222,0.4442289722130461,0.5021645021645021,0.24044596785199476,0.9460925459861755,0.9519376754760742,0.5384615384615384,3.2
0.5488095238095237,0.5515441907388822,0.6065911212970035,0.5160000550305452,0.9443466663360596,0.9275085926055908,0.46153846153846156,2.4
0.6707013574660633,0.5778824629890932,0.7159746251441753,0.46323133573318115,0.9579948782920837,0.9716771841049194,0.967741935483871,4.4
0.6008812615955472,0.6153788257761944,0.5950513538748833,0.5202694920191402,0.9231895804405212,0.9366151094436646,0.72,3.6
0.6894771241830066,0.5841978815484838,0.7418518518518519,0.5709593253487768,0.968769371509552,0.9607247114181519,0.6428571428571429,2.4
0.5324259074259075,0.6055027611601058,0.6339572192513369,0.42355502247099325,0.9564135670661926,0.9660363793373108,0.6363636363636364,3.6
0.7012345679012345,0.5313260984899151,0.783068783068783,0.46286809815397434,0.9722557067871094,0.979097306728363,0.8235294117647058,4.6
0.7300150829562594,0.4921216248771156,0.7598039215686274,0.42378374148394776,0.9057260751724243,0.9477149844169617,0.75,4.4
0.6964869281045752,0.6191264052273513,0.7451311512502552,0.6581648975340797,0.9525988101959229,0.9515268206596375,0.875,4.4
0.9411764705882353,0.6470588235294118,0.9411764705882353,0.6470588235294118,0.9517483711242676,0.9614524841308594,0.9696969696969697,4.6
0.5228414442700157,0.5804951749332704,0.5729984301412873,0.4479793289302531,0.9645878672599792,0.9702807068824768,0.8333333333333334,4.4
0.45601851851851843,0.43502319917467763,0.5499999999999999,0.40868546735588707,0.9376316666603088,0.9343643188476562,0.43478260869565216,2.6
0.2976190476190476,0.33098290457008084,0.3458646616541353,0.31106669083323774,0.9067572355270386,0.8763845562934875,0.42857142857142855,3.6
0.23227564102564102,0.12165525769305889,0.3034313725490196,0.13702585917892435,0.9440346956253052,0.9301570057868958,0.5,4.2
0.5788359788359788,0.593465684991084,0.6245751633986928,0.5382313854434612,0.9451215863227844,0.9449794888496399,0.5517241379310345,3.2
0.3413825757575757,0.5031568640296782,0.5061507936507936,0.3058817942510105,0.8961691856384277,0.8914700746536255,0.4,2.0
0.6153846153846154,0.46153846153846156,0.6153846153846154,0.46153846153846156,0.9259313941001892,0.9358727335929871,0.7619047619047619,2.8
0.599679834054834,0.6039681764449316,0.6580747683688859,0.5114092999063098,0.9309118986129761,0.9324290752410889,0.5806451612903226,1.6
0.40136406803073466,0.5255139860572496,0.537037037037037,0.3099873577795391,0.9519019722938538,0.9496402740478516,0.5,3.4
0.6150524312289017,0.5081110704905557,0.7100840336134454,0.32738868398101184,0.9567674398422241,0.966789722442627,0.8484848484848485,4.0
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.8025098443031311,0.928297758102417,0.5714285714285714,2.6
0.5388311464936852,0.48999802183981794,0.6920590951061866,0.416898203093007,0.9484149217605591,0.9537079930305481,0.6842105263157895,2.8
0.6287878787878788,0.43520621160503004,0.6645119586296057,0.40039024097803444,0.9313440918922424,0.9364553093910217,0.5833333333333334,3.0
0.4739583333333333,0.31065463791134373,0.49375,0.3125,0.9201481342315674,0.9161924719810486,0.46153846153846156,3.6
0.3382112332112332,0.28508151148669186,0.38125921593026857,0.19002229166483628,0.972377598285675,0.9739264249801636,0.5405405405405406,5.0
0.5203703703703704,0.5092621046671408,0.6033862433862434,0.2857555140993366,0.9290204644203186,0.9443367123603821,0.5185185185185185,3.4
0.6493006993006993,0.5339622924947928,0.6918005071851228,0.46153846153846156,0.9876336455345154,0.9837936758995056,0.8461538461538461,4.0
0.48593073593073594,0.40985770819580863,0.4984817813765182,0.37598541278148606,0.9434671998023987,0.9398291707038879,0.5454545454545454,4.0
0.5713957759412304,0.6412406422321468,0.5973914973914973,0.5503596908596732,0.965828001499176,0.9516768455505371,0.5714285714285714,3.5
0.6480186480186482,0.39720767015718655,0.6886446886446888,0.3175309801259916,0.9400004148483276,0.9594240188598633,0.8333333333333334,4.5
0.7301587301587301,0.7610012260983522,0.7703703703703704,0.5555555555555556,0.9460551738739014,0.9494076371192932,0.6666666666666666,3.2
0.5303571428571429,0.6040070579947128,0.6134615384615385,0.5417027424296854,0.9461488127708435,0.9474959969520569,0.5714285714285714,3.8
0.5877039627039626,0.6238420461899483,0.6473859473859475,0.4955641462022272,0.9375632405281067,0.9598278403282166,0.8,3.2
0.6114087301587302,0.5420610009232419,0.7262903805860463,0.44659380386382846,0.9719040393829346,0.9719547629356384,0.8,4.0
0.46527777777777773,0.4638383569196473,0.6386919002050581,0.3882987904897865,0.9433543682098389,0.9543008208274841,0.5217391304347826,3.25
0.7402597402597402,0.7771823894530722,0.7515151515151515,0.7272727272727273,0.9654551148414612,0.9702707529067993,0.7619047619047619,3.0
0.5423280423280423,0.47683681135114914,0.6507936507936508,0.3724353623233602,0.9539304971694946,0.9598036408424377,0.6666666666666666,4.25
0.3633333333333333,0.439379689634495,0.47349368897356514,0.3645410103306715,0.9008163213729858,0.9049686789512634,0.48,1.5
0.5408653846153846,0.5254551582118442,0.5678571428571428,0.38316266011477096,0.9359132051467896,0.9374648332595825,0.625,4.25
0.6059027777777778,0.6440457246421809,0.6573051948051948,0.52688186607077,0.9444056749343872,0.9514126181602478,0.7741935483870968,4.25
0.4559171597633135,0.45935518219922145,0.5455550859397013,0.2404780707632924,0.9528772830963135,0.9402807950973511,0.25,0.75
0.5187908496732027,0.4739299617039855,0.6070237720756753,0.31947381071984493,0.9683038592338562,0.9801719784736633,0.75,3.0
0.6375,0.5082538259286925,0.6666666666666666,0.4704969188119944,0.9618188142776489,0.967481791973114,0.8148148148148148,3.5
0.5361111111111111,0.49675933463949756,0.5991161616161615,0.3798186629275457,0.9396380186080933,0.9416164755821228,0.6206896551724138,3.75
0.38461538461538464,0.38461538461538464,0.38461538461538464,0.38461538461538464,0.8950167298316956,0.8908331394195557,0.5,4.0
0.44606676003734824,0.3271293037336417,0.5363211951447245,0.24877509206048157,0.9097357988357544,0.9367395639419556,0.3225806451612903,1.75
0.5537190082644629,0.5764364017158932,0.5795454545454546,0.5588156767477964,0.9566497802734375,0.9470088481903076,0.6,1.75
0.4937878787878788,0.3143161906867512,0.5706188548293812,0.24221858433885102,0.9427111744880676,0.9573333859443665,0.6153846153846154,3.75
0.571900826446281,0.6431640216320809,0.6354895104895104,0.5926460262375911,0.9523866772651672,0.9387660026550293,0.7,4.0
0.31990231990232,0.3668680518523018,0.5062742812742813,0.31052159420125763,0.9229001402854919,0.9219979047775269,0.3333333333333333,2.0
0.7416666666666666,0.6326208232456685,0.7980769230769231,0.6030142969064016,0.9540009498596191,0.9665544033050537,0.7142857142857143,3.4
0.34929653679653677,0.3428192940888255,0.4470444884883387,0.2625546773713785,0.8475912809371948,0.9383394718170166,0.4444444444444444,1.4
0.8796296296296297,0.6985351257951924,0.9095238095238096,0.624377046405081,0.9642420411109924,0.96662437915802,0.9444444444444444,4.8
0.3458333333333333,0.4126328919563793,0.4463235294117647,0.396800626319334,0.9259201288223267,0.9274354577064514,0.5,2.0
0.33231621773288444,0.3116489753477576,0.4604276895943562,0.2033864900678307,0.9651734232902527,0.9566299319267273,0.6857142857142857,3.4
0.3771164021164021,0.4271667914917579,0.5483574813941172,0.26225821957104806,0.9279587268829346,0.9406009316444397,0.45714285714285713,2.4
0.48490740740740734,0.533384171568011,0.5429193899782134,0.5177677585681187,0.9363440275192261,0.9425194263458252,0.8461538461538461,3.4
0.9444444444444444,0.6111111111111112,0.9444444444444444,0.6111111111111112,0.9875745177268982,0.9741976857185364,0.9142857142857143,4.8
0.5014652014652016,0.47721715228251327,0.6034798534798534,0.4468589640745086,0.929267406463623,0.939182460308075,0.5714285714285714,2.6
0.4175324675324675,0.4854080189431855,0.5335497835497836,0.46025092895415515,0.9173431992530823,0.9061372876167297,0.4,2.4
0.48899484354029804,0.33058751928574087,0.5665208232053152,0.2747394503870394,0.9481725692749023,0.9507207274436951,0.5,2.6
0.2989017155683822,0.4473481514877361,0.5612026862026861,0.4177615601928785,0.9321742653846741,0.9400520324707031,0.5555555555555556,2.8
0.8333333333333334,0.6666666666666666,0.8333333333333334,0.6666666666666666,0.9671598672866821,0.9772846102714539,0.9696969696969697,4.4
0.7059171597633136,0.5611443065467756,0.734065934065934,0.5445741912612856,0.9515708088874817,0.9629461169242859,0.75,3.2
0.4723517223517223,0.4224786366139359,0.507834757834758,0.38478480143930327,0.8768391013145447,0.8788566589355469,0.5882352941176471,2.4
0.5957264957264957,0.5543213442139706,0.7275147928994083,0.5636843049842543,0.9650232195854187,0.966918408870697,0.8,4.0
0.4458333333333333,0.53641232698567,0.5497435897435897,0.505120473341021,0.9146693348884583,0.9381853938102722,0.4444444444444444,3.25
0.6454545454545454,0.5788183554126394,0.6643356643356643,0.4680133119694377,0.931736409664154,0.9376658201217651,0.9473684210526315,4.0
0.6890432098765432,0.6139380083927017,0.7508547008547009,0.5775778765337629,0.9736391305923462,0.9652978181838989,0.8484848484848485,2.75
0.6161324786324786,0.524572998759007,0.6548611111111111,0.511085003059332,0.9825661182403564,0.9571681618690491,0.8695652173913043,4.0
0.49904931669637553,0.41528662481433093,0.5783554680613505,0.27626483863136053,0.8483153581619263,0.9560489654541016,0.3870967741935484,3.6
